transaction_id,account_id,transaction_date,amount,currency,transaction_type,merchant_id
1039.0,52.0,2025-04-10,976.53,USD,deposit,4efc8248-e10b-4a47-bfae-b7487781321e
1040.0,52.0,2024-05-28,695.09,IDR,deposit,88476c56-827c-4f8c-940a-c5e981df6517
1041.0,52.0,2025-05-16,329.29,USD,transfer,f778c676-750d-412e-8164-ceec64ab851b
1042.0,52.0,2024-07-01,639.13,EUR,withdrawal,32f57510-24ee-44a6-8145-65c75d986115
1043.0,52.0,2025-01-28,952.64,EUR,transfer,83c501cb-fef7-49ea-bf8e-548328caaa1d
1044.0,52.0,2024-09-28,error,AUD,purchase,93e34c35-ef0a-473d-93d2-d56dd0401587
1045.0,52.0,2024-08-04,195.21,USD,purchase,4efc8248-e10b-4a47-bfae-b7487781321e
1046.0,52.0,2024-11-08,174.97,IDR,withdrawal,83c501cb-fef7-49ea-bf8e-548328caaa1d
1047.0,52.0,2024-05-15,176.9,EUR,transfer,5e4cb287-0442-41db-90d4-ea6779928faa
1048.0,52.0,2024-10-06,111.86,EUR,deposit,8da00495-5cce-4ba9-b1d4-ee098fd33afc
1049.0,52.0,2023-09-15,941.22,JPY,purchase,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
1050.0,52.0,2024-11-27,924.23,JPY,deposit,ba3df7ff-43b4-4ee5-a1e8-9e7e22498f66
1051.0,52.0,2023-11-04,977.0,AUD,withdrawal,9b33e3a4-2620-49a9-b4fd-33d184f2fd0f
1052.0,52.0,2024-03-01,149.42,IDR,withdrawal,2314d0c8-09f6-4405-8b99-00340a4e2552
,52.0,2025-04-14,885.95,JPY,purchase,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1054.0,52.0,2025-06-07,751.56,JPY,transfer,83c501cb-fef7-49ea-bf8e-548328caaa1d
1055.0,52.0,2024-05-14,374.5,JPY,transfer,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f
1056.0,52.0,2025-03-31,638.47,EUR,withdrawal,4efc8248-e10b-4a47-bfae-b7487781321e
1057.0,52.0,2024-03-26,235.15,JPY,withdrawal,8da00495-5cce-4ba9-b1d4-ee098fd33afc
1058.0,52.0,2024-06-26,85.67,AUD,deposit,f778c676-750d-412e-8164-ceec64ab851b
1059.0,52.0,2024-01-18,465.79,JPY,transfer,ae2e9af9-9f8c-429f-bd35-0c5fd3479a3b
1060.0,52.0,2025/88/77,498.05,JPY,withdrawal,7eb162f1-4806-4804-8cf0-374c0c74dc0f
1061.0,53.0,2023-11-08,901.57,AUD,purchase,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f
1062.0,53.0,2025-02-13,99.31,EUR,deposit,4efc8248-e10b-4a47-bfae-b7487781321e
1063.0,53.0,2023-10-19,250.77,IDR,withdrawal,797ebe87-98cf-4188-86d2-5913a1173719
1064.0,53.0,2023-10-17,138.73,AUD,deposit,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1065.0,53.0,2024-06-24,282.56,JPY,purchase,32f57510-24ee-44a6-8145-65c75d986115
1066.0,53.0,2024-03-17,989.29,EUR,withdrawal,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
1067.0,53.0,2023-10-28,474.96,JPY,transfer,5dae1201-673b-48bd-838c-1dec5da39a73
1068.0,53.0,2024-04-18,313.76,JPY,withdrawal,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
1069.0,53.0,2025-02-14,558.89,EUR,deposit,93dfd907-9416-44dc-86b2-8deff8d8b7f1
1069.0,53.0,2025-02-14,558.89,EUR,deposit,93dfd907-9416-44dc-86b2-8deff8d8b7f1
1070.0,53.0,2024-06-26,810.59,JPY,transfer,cbf81f86-4ec3-4970-956d-80e46aa26216
1071.0,53.0,2024-07-04,763.08,AUD,purchase,2999bbef-518b-4f21-9cf2-0859ee6e2e72
1072.0,53.0,2025-04-15,922.22,IDR,transfer,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1073.0,53.0,2023-10-06,391.25,USD,deposit,2999bbef-518b-4f21-9cf2-0859ee6e2e72
1074.0,53.0,2025-03-13,639.36,AUD,withdrawal,5edbb8ee-c2ba-40e0-a179-e3f066124ab4
1075.0,53.0,2024-03-10,error,JPY,deposit,f1fac6e7-170d-4507-85ee-e1d47f53a88e
1076.0,53.0,2024-12-28,659.91,AUD,purchase,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1077.0,53.0,2024-10-15,909.9,EUR,transfer,32f57510-24ee-44a6-8145-65c75d986115
1078.0,53.0,2024-01-05,389.6,EUR,deposit,f99f0704-20f0-456a-9e6a-66289c6d52d5
1079.0,53.0,2025-04-18,665.13,IDR,withdrawal,2314d0c8-09f6-4405-8b99-00340a4e2552
1080.0,53.0,2023-11-17,459.5,JPY,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
1081.0,53.0,2025-01-01,247.59,JPY,transfer,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb
1082.0,54.0,2025-07-08,288.62,IDR,transfer,88476c56-827c-4f8c-940a-c5e981df6517
1083.0,54.0,2024-05-16,849.99,AUD,transfer,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb
1084.0,54.0,2023-09-05,659.42,USD,withdrawal,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1085.0,54.0,2024-03-06,628.46,EUR,transfer,ae2e9af9-9f8c-429f-bd35-0c5fd3479a3b
1086.0,54.0,2025-03-22,553.27,USD,deposit,ae2e9af9-9f8c-429f-bd35-0c5fd3479a3b
1087.0,54.0,2023-12-06,253.51,USD,transfer,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1088.0,54.0,2025-06-26,399.94,IDR,purchase,
1089.0,54.0,2025-04-16,327.78,USD,purchase,53f591dc-23c8-4fdb-83f8-2f16e4a4474c
1090.0,54.0,2024-09-10,713.87,IDR,withdrawal,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1091.0,54.0,2024-09-06,607.38,JPY,withdrawal,44790612-1f5d-488f-b76a-bf093de28859
1092.0,54.0,2023-10-09,12.2,EUR,withdrawal,797ebe87-98cf-4188-86d2-5913a1173719
1093.0,54.0,2023-10-14,675.37,AUD,purchase,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1094.0,55.0,2025-03-03,error,EUR,withdrawal,8da00495-5cce-4ba9-b1d4-ee098fd33afc
1095.0,55.0,2025/88/77,error,USD,deposit,4efc8248-e10b-4a47-bfae-b7487781321e
1096.0,55.0,2023-09-15,64.11,EUR,withdrawal,5edbb8ee-c2ba-40e0-a179-e3f066124ab4
1097.0,55.0,2025-02-21,108.58,EUR,withdrawal,9b33e3a4-2620-49a9-b4fd-33d184f2fd0f
1098.0,,2024-01-10,428.45,IDR,withdrawal,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1099.0,55.0,2023-12-23,316.92,USD,deposit,5e4cb287-0442-41db-90d4-ea6779928faa
1100.0,55.0,2024-05-19,44.9,AUD,transfer,6257a4a2-f204-4e89-8a4b-55630cf477ef
1101.0,55.0,2024-12-14,791.47,IDR,purchase,561c9210-97fe-46c5-8c9a-9f24d7b4c294
1102.0,55.0,2025-06-16,631.24,EUR,deposit,83c501cb-fef7-49ea-bf8e-548328caaa1d
1103.0,55.0,2023-10-01,884.08,JPY,purchase,5dae1201-673b-48bd-838c-1dec5da39a73
1103.0,55.0,2023-10-01,884.08,JPY,purchase,5dae1201-673b-48bd-838c-1dec5da39a73
1104.0,55.0,2024-10-02,912.19,EUR,purchase,f778c676-750d-412e-8164-ceec64ab851b
1105.0,55.0,2025-06-01,759.18,JPY,withdrawal,88476c56-827c-4f8c-940a-c5e981df6517
1106.0,55.0,2023-09-24,138.42,JPY,withdrawal,5e4cb287-0442-41db-90d4-ea6779928faa
1107.0,55.0,2025-07-29,923.49,IDR,withdrawal,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f
1108.0,55.0,2023-12-23,error,JPY,deposit,9561c813-0d25-4caa-b8ad-ad873a4045dd
1109.0,55.0,2024-11-15,847.09,AUD,purchase,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a
1110.0,55.0,2025-03-14,801.65,JPY,deposit,83c501cb-fef7-49ea-bf8e-548328caaa1d
1111.0,55.0,2023-10-07,7.04,EUR,purchase,4cbf131d-901b-4def-b56f-f8ce7d66971e
1112.0,55.0,2025-04-11,938.34,AUD,withdrawal,5a575539-9556-4a2d-b713-b4663da06476
1113.0,55.0,2025-03-14,426.81,EUR,withdrawal,f99f0704-20f0-456a-9e6a-66289c6d52d5
1114.0,55.0,2023-10-29,249.72,EUR,deposit,32f57510-24ee-44a6-8145-65c75d986115
1115.0,55.0,2025-06-19,972.58,JPY,transfer,2314d0c8-09f6-4405-8b99-00340a4e2552
1116.0,55.0,2023-09-07,434.0,JPY,purchase,9561c813-0d25-4caa-b8ad-ad873a4045dd
1117.0,55.0,2025-06-06,854.19,AUD,withdrawal,53f591dc-23c8-4fdb-83f8-2f16e4a4474c
1118.0,56.0,2024-06-12,381.07,AUD,transfer,44790612-1f5d-488f-b76a-bf093de28859
1119.0,56.0,2025-01-11,715.15,USD,purchase,2314d0c8-09f6-4405-8b99-00340a4e2552
1120.0,56.0,2024-07-28,374.88,JPY,deposit,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1121.0,56.0,2024-05-06,641.41,USD,purchase,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1122.0,56.0,2024-06-07,163.2,IDR,transfer,4cbf131d-901b-4def-b56f-f8ce7d66971e
1123.0,56.0,2024-04-15,696.76,EUR,withdrawal,32f57510-24ee-44a6-8145-65c75d986115
1124.0,56.0,2025-05-25,813.31,EUR,deposit,561c9210-97fe-46c5-8c9a-9f24d7b4c294
1125.0,56.0,2024-02-18,681.39,EUR,purchase,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
1126.0,56.0,,644.75,AUD,purchase,79474bfa-cdd0-44d4-9542-27deb6adf48b
1127.0,56.0,2023-11-17,876.13,IDR,transfer,bd44089d-9dd2-49de-bd98-fe336498abe9
1128.0,56.0,2024-10-22,412.2,USD,purchase,4cbf131d-901b-4def-b56f-f8ce7d66971e
1129.0,56.0,2024-10-25,797.74,EUR,transfer,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1130.0,56.0,2025/88/77,987.04,USD,transfer,79474bfa-cdd0-44d4-9542-27deb6adf48b
1131.0,56.0,2024-07-30,289.05,EUR,withdrawal,4efc8248-e10b-4a47-bfae-b7487781321e
1132.0,56.0,2025-05-07,503.11,EUR,withdrawal,4efc8248-e10b-4a47-bfae-b7487781321e
1133.0,56.0,2024-07-16,183.55,JPY,transfer,4cbf131d-901b-4def-b56f-f8ce7d66971e
1134.0,56.0,2023-10-04,110.09,USD,transfer,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
1135.0,56.0,2024-05-06,342.81,USD,purchase,
1136.0,57.0,2024-06-02,665.66,EUR,purchase,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1137.0,57.0,2024-11-12,986.91,JPY,deposit,561c9210-97fe-46c5-8c9a-9f24d7b4c294
1138.0,57.0,2025-03-05,371.41,EUR,deposit,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a
1139.0,57.0,2024-01-30,611.2,USD,purchase,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb
1140.0,57.0,2025-07-27,402.41,USD,purchase,79474bfa-cdd0-44d4-9542-27deb6adf48b
1141.0,57.0,2024-09-01,699.57,AUD,transfer,2314d0c8-09f6-4405-8b99-00340a4e2552
1142.0,57.0,2023-08-15,188.75,IDR,purchase,4cbf131d-901b-4def-b56f-f8ce7d66971e
1143.0,57.0,2024-05-06,46.71,JPY,withdrawal,561c9210-97fe-46c5-8c9a-9f24d7b4c294
1144.0,57.0,2025-01-03,739.47,JPY,purchase,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
1145.0,57.0,2024-07-16,607.57,AUD,purchase,28e213bc-e6fd-47af-9d84-caccf6729464
1146.0,58.0,2025-02-22,302.05,JPY,withdrawal,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
1147.0,58.0,2024-04-08,482.69,EUR,purchase,6257a4a2-f204-4e89-8a4b-55630cf477ef
1148.0,58.0,2024-09-17,716.05,JPY,,f778c676-750d-412e-8164-ceec64ab851b
1149.0,58.0,2024-03-23,666.27,EUR,transfer,18c8a616-2410-4e9a-bf77-9cae7318b96d
1150.0,58.0,2024-02-14,333.47,AUD,purchase,5e4cb287-0442-41db-90d4-ea6779928faa
1151.0,58.0,2023-08-20,910.26,AUD,transfer,f778c676-750d-412e-8164-ceec64ab851b
1152.0,58.0,2024-10-10,116.57,AUD,withdrawal,93dfd907-9416-44dc-86b2-8deff8d8b7f1
1153.0,58.0,,573.27,JPY,purchase,6e51484d-1b84-4dc3-98e0-49de0217ea0e
1154.0,58.0,2025-03-15,536.07,IDR,deposit,cbf81f86-4ec3-4970-956d-80e46aa26216
1155.0,58.0,2024-02-22,127.18,USD,transfer,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1156.0,58.0,2025-03-14,461.14,EUR,transfer,cbf81f86-4ec3-4970-956d-80e46aa26216
1157.0,58.0,2024-07-10,601.86,USD,deposit,6e51484d-1b84-4dc3-98e0-49de0217ea0e
1158.0,59.0,2024-04-18,274.18,EUR,,896490ab-4926-4e5f-b878-6140ac2a4f71
1159.0,59.0,2024-09-30,377.33,EUR,withdrawal,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1160.0,59.0,2024-01-18,923.23,JPY,deposit,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a
1161.0,59.0,2023-11-25,error,JPY,transfer,91fdfa4f-0d18-4b95-a68c-84770b95017c
1162.0,59.0,2024-01-29,391.67,EUR,transfer,6257a4a2-f204-4e89-8a4b-55630cf477ef
1163.0,59.0,2024-01-24,752.51,IDR,transfer,5e4cb287-0442-41db-90d4-ea6779928faa
1164.0,59.0,2024-08-25,138.42,EUR,withdrawal,f1fac6e7-170d-4507-85ee-e1d47f53a88e
1165.0,59.0,2025-03-01,196.46,AUD,purchase,cbf81f86-4ec3-4970-956d-80e46aa26216
1166.0,59.0,2025-01-20,,EUR,purchase,6257a4a2-f204-4e89-8a4b-55630cf477ef
1167.0,59.0,2025-02-09,474.4,AUD,deposit,bd44089d-9dd2-49de-bd98-fe336498abe9
1168.0,59.0,2025-06-23,149.42,USD,withdrawal,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
1169.0,59.0,2024-09-24,688.3,JPY,purchase,a107cc46-8634-4718-aba6-adb37afeb114
1170.0,59.0,2025-07-19,818.38,JPY,deposit,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1171.0,60.0,2024-05-10,122.93,EUR,purchase,bd44089d-9dd2-49de-bd98-fe336498abe9
1172.0,60.0,2025-06-14,573.06,AUD,withdrawal,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
,60.0,2025-07-25,644.95,USD,deposit,44790612-1f5d-488f-b76a-bf093de28859
1174.0,60.0,2023-12-05,862.35,USD,transfer,53f591dc-23c8-4fdb-83f8-2f16e4a4474c
1175.0,60.0,2024-01-20,783.69,AUD,purchase,9561c813-0d25-4caa-b8ad-ad873a4045dd
1176.0,60.0,2024-03-20,965.72,AUD,withdrawal,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1177.0,60.0,2025-01-21,800.71,EUR,withdrawal,18c8a616-2410-4e9a-bf77-9cae7318b96d
1178.0,60.0,2024-04-19,error,AUD,deposit,8da00495-5cce-4ba9-b1d4-ee098fd33afc
1179.0,60.0,2024-10-06,172.43,EUR,deposit,5edbb8ee-c2ba-40e0-a179-e3f066124ab4
1180.0,60.0,2024-12-27,519.92,JPY,withdrawal,2999bbef-518b-4f21-9cf2-0859ee6e2e72
1181.0,60.0,2024-04-14,313.62,AUD,withdrawal,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1182.0,60.0,2024-09-18,819.94,IDR,withdrawal,28e213bc-e6fd-47af-9d84-caccf6729464
1183.0,61.0,2023-11-12,592.19,JPY,purchase,53f591dc-23c8-4fdb-83f8-2f16e4a4474c
1184.0,61.0,2025-06-24,382.4,USD,deposit,cbf81f86-4ec3-4970-956d-80e46aa26216
1185.0,61.0,2025-04-03,694.82,IDR,withdrawal,797ebe87-98cf-4188-86d2-5913a1173719
1186.0,61.0,2025-03-15,657.66,JPY,withdrawal,ba3df7ff-43b4-4ee5-a1e8-9e7e22498f66
1187.0,61.0,2025-07-10,error,USD,deposit,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
1188.0,61.0,2024-08-31,684.3,USD,deposit,5dae1201-673b-48bd-838c-1dec5da39a73
1189.0,61.0,2023-12-07,147.18,USD,transfer,f778c676-750d-412e-8164-ceec64ab851b
1190.0,61.0,2023-08-28,105.9,IDR,transfer,6257a4a2-f204-4e89-8a4b-55630cf477ef
1191.0,61.0,2023-09-11,700.76,AUD,purchase,51b1943c-1b2e-4edb-8fc8-5fc083d5bceb
1192.0,61.0,2024-10-13,946.56,AUD,transfer,32f57510-24ee-44a6-8145-65c75d986115
1193.0,61.0,2023-08-15,259.8,EUR,withdrawal,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1194.0,61.0,2024-07-15,268.1,IDR,withdrawal,cbf81f86-4ec3-4970-956d-80e46aa26216
1195.0,61.0,2024-03-30,,JPY,deposit,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f
1196.0,61.0,2024-10-22,521.07,EUR,deposit,4cbf131d-901b-4def-b56f-f8ce7d66971e
1197.0,61.0,2025-03-12,947.51,USD,purchase,44790612-1f5d-488f-b76a-bf093de28859
1198.0,61.0,2024-04-06,944.92,IDR,transfer,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1199.0,62.0,2023-12-08,677.36,JPY,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
1199.0,62.0,2023-12-08,677.36,JPY,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
1200.0,62.0,,190.99,JPY,deposit,5a575539-9556-4a2d-b713-b4663da06476
1201.0,62.0,2025-04-26,661.51,AUD,purchase,561c9210-97fe-46c5-8c9a-9f24d7b4c294
1202.0,62.0,2023-09-13,169.36,EUR,withdrawal,44790612-1f5d-488f-b76a-bf093de28859
1203.0,62.0,2023-11-16,134.19,JPY,transfer,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1204.0,62.0,2024-12-28,114.12,AUD,purchase,896490ab-4926-4e5f-b878-6140ac2a4f71
1205.0,62.0,2023-11-12,294.25,AUD,transfer,f1fac6e7-170d-4507-85ee-e1d47f53a88e
1206.0,62.0,2023-10-21,929.18,USD,transfer,88476c56-827c-4f8c-940a-c5e981df6517
1207.0,62.0,2024-08-19,error,IDR,deposit,6257a4a2-f204-4e89-8a4b-55630cf477ef
1207.0,62.0,2024-08-19,error,IDR,deposit,6257a4a2-f204-4e89-8a4b-55630cf477ef
1208.0,62.0,2024-04-23,890.31,USD,transfer,80051b10-66c1-4dca-8255-da619a3b0319
1209.0,62.0,2023-09-23,529.57,JPY,purchase,93e34c35-ef0a-473d-93d2-d56dd0401587
1210.0,62.0,2024-12-28,250.88,IDR,transfer,
1211.0,62.0,2024-11-27,270.21,JPY,withdrawal,28e213bc-e6fd-47af-9d84-caccf6729464
1212.0,62.0,2024-10-02,434.53,EUR,purchase,4efc8248-e10b-4a47-bfae-b7487781321e
1213.0,62.0,2024-04-03,134.55,USD,withdrawal,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a
1214.0,62.0,2024-03-23,479.82,JPY,transfer,53f591dc-23c8-4fdb-83f8-2f16e4a4474c
1215.0,62.0,2025-07-14,682.05,JPY,transfer,28e213bc-e6fd-47af-9d84-caccf6729464
1216.0,62.0,2025-01-17,error,AUD,purchase,a107cc46-8634-4718-aba6-adb37afeb114
1217.0,62.0,2024-06-15,52.99,AUD,purchase,f99f0704-20f0-456a-9e6a-66289c6d52d5
1218.0,62.0,2024-11-10,282.94,AUD,withdrawal,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
1219.0,62.0,2024-07-22,250.22,EUR,transfer,4efc8248-e10b-4a47-bfae-b7487781321e
1220.0,62.0,2024-03-19,782.93,AUD,withdrawal,4efc8248-e10b-4a47-bfae-b7487781321e
1221.0,62.0,2024-12-29,591.61,EUR,transfer,5edbb8ee-c2ba-40e0-a179-e3f066124ab4
1222.0,63.0,2024-09-14,929.17,USD,purchase,8116e3fc-62e7-41a6-92d2-fa0649e1cd13
1223.0,63.0,2025-05-12,307.14,IDR,transfer,32f57510-24ee-44a6-8145-65c75d986115
1224.0,63.0,2024-10-22,427.65,IDR,deposit,91fdfa4f-0d18-4b95-a68c-84770b95017c
1225.0,63.0,2024-04-17,247.72,USD,purchase,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a
1226.0,63.0,2024-11-29,212.77,USD,transfer,83c501cb-fef7-49ea-bf8e-548328caaa1d
1227.0,63.0,2025-03-18,491.8,USD,withdrawal,5dae1201-673b-48bd-838c-1dec5da39a73
1228.0,63.0,2024-05-03,810.23,AUD,deposit,5a575539-9556-4a2d-b713-b4663da06476
1229.0,63.0,2025-01-18,210.82,EUR,purchase,5edbb8ee-c2ba-40e0-a179-e3f066124ab4
1230.0,63.0,2024-03-03,912.26,JPY,purchase,44790612-1f5d-488f-b76a-bf093de28859
1231.0,63.0,2023-12-08,619.39,EUR,withdrawal,5edbb8ee-c2ba-40e0-a179-e3f066124ab4
1232.0,63.0,2023-08-02,418.79,AUD,deposit,8da00495-5cce-4ba9-b1d4-ee098fd33afc
1233.0,63.0,2024-12-26,717.61,JPY,purchase,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1234.0,63.0,2024-09-22,697.01,AUD,purchase,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1235.0,63.0,2025-04-13,814.72,AUD,purchase,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1236.0,63.0,2025-02-14,509.77,AUD,deposit,f1fac6e7-170d-4507-85ee-e1d47f53a88e
1237.0,63.0,2024-09-18,160.84,AUD,transfer,2314d0c8-09f6-4405-8b99-00340a4e2552
1238.0,64.0,2023-12-12,259.58,IDR,purchase,c35bec2c-3098-47b2-900e-15c0b89bdf7f
1239.0,64.0,2024-03-20,534.03,IDR,withdrawal,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f
1240.0,64.0,2025-03-14,52.47,EUR,purchase,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1241.0,64.0,2024-10-20,633.05,AUD,deposit,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
1242.0,64.0,2024-11-10,898.44,USD,deposit,f778c676-750d-412e-8164-ceec64ab851b
1243.0,64.0,2025/88/77,280.41,AUD,purchase,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
1244.0,64.0,2024-07-28,,AUD,withdrawal,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
1245.0,64.0,2024-03-30,269.52,JPY,withdrawal,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
1246.0,64.0,2023-09-26,726.56,USD,transfer,83c501cb-fef7-49ea-bf8e-548328caaa1d
1247.0,64.0,2024-04-10,815.78,EUR,deposit,f9b21e6e-586a-446a-9c5b-e7d1fcef1972
1248.0,64.0,2024-03-21,885.37,EUR,purchase,93e34c35-ef0a-473d-93d2-d56dd0401587
1249.0,64.0,2024-11-08,246.01,USD,withdrawal,c86c6544-a7d4-4f50-b791-f1e543f9cd6b
1250.0,64.0,2025-07-05,12.78,USD,purchase,9561c813-0d25-4caa-b8ad-ad873a4045dd
1251.0,64.0,2025-03-23,934.74,IDR,withdrawal,4cbf131d-901b-4def-b56f-f8ce7d66971e
1252.0,64.0,2024-12-02,error,AUD,deposit,797ebe87-98cf-4188-86d2-5913a1173719
1253.0,64.0,2025-01-15,140.09,EUR,deposit,5dae1201-673b-48bd-838c-1dec5da39a73
1254.0,64.0,2024-04-02,244.57,AUD,purchase,f9b21e6e-586a-446a-9c5b-e7d1fcef1972
1255.0,64.0,2023-08-09,103.71,JPY,withdrawal,bbf483ce-51be-480e-b7e6-a14cdc8a4922
1256.0,64.0,2024-01-01,24.98,IDR,withdrawal,cbf81f86-4ec3-4970-956d-80e46aa26216
1257.0,64.0,2024-12-19,884.34,EUR,purchase,f778c676-750d-412e-8164-ceec64ab851b
1258.0,64.0,2024-04-13,955.89,USD,deposit,18c8a616-2410-4e9a-bf77-9cae7318b96d
1259.0,64.0,2025-02-26,604.9,AUD,withdrawal,cbf81f86-4ec3-4970-956d-80e46aa26216
1260.0,64.0,2025-01-08,893.22,IDR,deposit,6257a4a2-f204-4e89-8a4b-55630cf477ef
1261.0,64.0,2023-09-05,499.75,USD,purchase,93e34c35-ef0a-473d-93d2-d56dd0401587
1262.0,64.0,,147.44,JPY,purchase,3f8ea40a-6b0a-40e3-9d89-6047dd39d793
1263.0,64.0,2024-06-02,959.63,EUR,withdrawal,a107cc46-8634-4718-aba6-adb37afeb114
1264.0,65.0,2023-11-30,494.71,AUD,deposit,28e213bc-e6fd-47af-9d84-caccf6729464
1265.0,65.0,2024-05-29,654.3,JPY,transfer,9b33e3a4-2620-49a9-b4fd-33d184f2fd0f
1266.0,65.0,2025-05-06,230.88,AUD,withdrawal,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1267.0,65.0,2024-04-13,362.35,IDR,transfer,28e213bc-e6fd-47af-9d84-caccf6729464
1268.0,65.0,2024-05-01,60.52,EUR,deposit,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb
1269.0,65.0,2025-03-28,853.46,EUR,withdrawal,f778c676-750d-412e-8164-ceec64ab851b
1270.0,65.0,2025-02-27,138.66,JPY,purchase,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1271.0,65.0,2024-09-26,372.31,USD,transfer,561c9210-97fe-46c5-8c9a-9f24d7b4c294
1272.0,65.0,2025-02-05,31.16,USD,purchase,2999bbef-518b-4f21-9cf2-0859ee6e2e72
1273.0,65.0,2024-01-12,417.08,EUR,deposit,32f57510-24ee-44a6-8145-65c75d986115
1274.0,65.0,2024-06-25,338.0,IDR,purchase,93e34c35-ef0a-473d-93d2-d56dd0401587
1275.0,65.0,2025-03-07,642.81,EUR,purchase,479bc637-8cc3-4f3b-83af-fcfe734a6ca3
1276.0,65.0,2023-08-25,680.22,IDR,deposit,797ebe87-98cf-4188-86d2-5913a1173719
1277.0,65.0,2023-08-15,931.52,JPY,withdrawal,93dfd907-9416-44dc-86b2-8deff8d8b7f1
1278.0,65.0,2024-02-07,619.42,AUD,purchase,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1279.0,65.0,2023-10-16,313.88,EUR,purchase,8da00495-5cce-4ba9-b1d4-ee098fd33afc
1280.0,65.0,2024-04-06,195.54,AUD,deposit,f9b21e6e-586a-446a-9c5b-e7d1fcef1972
1281.0,65.0,2025-05-11,163.6,USD,deposit,4efc8248-e10b-4a47-bfae-b7487781321e
1282.0,65.0,2023-11-26,error,AUD,purchase,2999bbef-518b-4f21-9cf2-0859ee6e2e72
1283.0,65.0,2023-09-24,error,IDR,purchase,91fdfa4f-0d18-4b95-a68c-84770b95017c
1284.0,66.0,2025-06-19,500.72,IDR,withdrawal,b023a0ea-df41-4335-b9ae-d8e4e61599c8
1285.0,66.0,2025-07-15,331.99,AUD,withdrawal,f9b21e6e-586a-446a-9c5b-e7d1fcef1972
1286.0,66.0,2024-04-04,382.73,IDR,withdrawal,93e34c35-ef0a-473d-93d2-d56dd0401587
1287.0,66.0,2025-07-21,79.67,EUR,withdrawal,cbf81f86-4ec3-4970-956d-80e46aa26216
1288.0,,2025-05-14,769.06,AUD,deposit,cb7e6268-5f89-4d12-a4d6-dfbf18c01e2b
